LoanRange,BusinessName,Address,City,State,Zip,NAICSCode,BusinessType,RaceEthnicity,Gender,Veteran,NonProfit,JobsRetained,DateApproved,Lender,CD
"e $150,000-350,000",NAVIGATOR MOTOR COACHES INC,84605 HWY 81 N,NORFOLK,NE,68701,485510,Corporation,White,Male Owned,Unanswered,NA,45,04/03/2020,Elkhorn Valley Bank & Trust,NE - 01
"e $150,000-350,000","NBC CAPITAL, LLC",265 33rd Avenue,COLUMBUS,NE,68601,721110,Limited  Liability Company(LLC),Unanswered,Male Owned,Non-Veteran,NA,79,04/15/2020,Bankers' Bank of the West,NE - 01
"e $150,000-350,000",NE HOSPITAL ASSOCIATION CHARITABLE SCIENTIFIC & EDUCATIONAL FOUNDATION,"3255 Salt Creek Circle, Suite 200",LINCOLN,NE,68504,541990,Corporation,Unanswered,Unanswered,Unanswered,NA,23,04/04/2020,Union Bank and Trust Company,NE - 01
"e $150,000-350,000",NEAT FLEET LLC,11636 Raleigh Dr,OMAHA,NE,68102,561740,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,NA,10,06/04/2020,Core Bank,NE - 02
"e $150,000-350,000","NEBCON, INC.",1571 Deer Creek Drive,FORT CALHOUN,NE,68023,238990,Corporation,White,Male Owned,Non-Veteran,NA,14,04/08/2020,Northwest Bank,NE - 01
"e $150,000-350,000",NEBRASKA AIDS PROJECT,250 S 77TH ST Ste A,OMAHA,NE,68114,813219,Non-Profit Organization,Unanswered,Unanswered,Unanswered,Y,28,04/27/2020,"First Westroads Bank, Inc",NE - 02
"e $150,000-350,000",NEBRASKA AIR FILTER INC,4221 S 90th St,OMAHA,NE,68127,423730,Corporation,Unanswered,Male Owned,Unanswered,NA,NA,04/11/2020,First National Bank of Omaha,NE - 02
"e $150,000-350,000","NEBRASKA ASSOCIATION OF SCHOOL BOARDS, INC.",1311 Stockwell Street,LINCOLN,NE,68502,813920,Non-Profit Organization,Unanswered,Unanswered,Unanswered,Y,22,04/15/2020,"TransPecos Banks, SSB.",NE - 01
"e $150,000-350,000",NEBRASKA BREWING COMPANY,6946 S 108th St,LA VISTA,NE,68128,722410,Corporation,Unanswered,Male Owned,Non-Veteran,NA,NA,06/05/2020,First National Bank of Omaha,NE - 02
"e $150,000-350,000","NEBRASKA CATTLEMEN, INC.",4611 CATTLE DR,LINCOLN,NE,68521,813410,Corporation,Unanswered,Unanswered,Unanswered,NA,13,05/08/2020,Platte Valley Bank,NE - 01
"e $150,000-350,000",NEBRASKA CHRISTIAN SCHOOLS INC,1847 INSKIP AVE,CENTRAL CITY,NE,68826,611110,Non-Profit Organization,Unanswered,Unanswered,Unanswered,Y,52,04/06/2020,Pinnacle Bank,NE - 03
"e $150,000-350,000","NEBRASKA DANCE, LLC",11426 Davenport St.,OMAHA,NE,68154,611610,Subchapter S Corporation,White,Unanswered,Unanswered,NA,26,04/04/2020,Union Bank and Trust Company,NE - 02
"e $150,000-350,000",NEBRASKA FIRE SPRINKLER CORPORATION,118 S. APOLLO ST,ALDA,NE,68810,238290,Corporation,Unanswered,Unanswered,Unanswered,NA,13,04/07/2020,Heritage Bank,NE - 03
"e $150,000-350,000",NEBRASKA GAS TURBINE INC,1157 COUNTY ROAD 20,HOOPER,NE,68031,811118,Subchapter S Corporation,White,Male Owned,Non-Veteran,NA,21,04/10/2020,First State Bank & Trust Company,NE - 01
"e $150,000-350,000",NEBRASKA HARVESTORE SYSTEM INC,3201 S 13TH ST,NORFOLK,NE,68701,531190,Corporation,Unanswered,Female Owned,Veteran,NA,14,04/06/2020,Midwest Bank National Association,NE - 01
"e $150,000-350,000","NEBRASKA HOME APPLIANCE, INC",830 75TH ST S,OMAHA,NE,68114,811412,Subchapter S Corporation,Unanswered,Unanswered,Unanswered,NA,22,04/14/2020,"U.S. Bank, National Association",NE - 02
"e $150,000-350,000","NEBRASKA HOME IMPROVEMENT CO., INC.",1263 S 120TH ST,OMAHA,NE,68144,236118,Subchapter S Corporation,Unanswered,Unanswered,Unanswered,NA,18,04/04/2020,Foundation One Bank,NE - 02
"e $150,000-350,000",NEBRASKA HYDRO-SEEDING CO,15322 S 220TH ST SUITE 5,GRETNA,NE,68028,561730,Corporation,Unanswered,Male Owned,Unanswered,NA,39,04/10/2020,Core Bank,NE - 02
"e $150,000-350,000",NEBRASKA IRRIGATION INC,911 East 23 Street,COLUMBUS,NE,68601,423820,Subchapter S Corporation,Unanswered,Unanswered,Unanswered,NA,NA,04/09/2020,First National Bank of Omaha,NE - 01
"e $150,000-350,000","NEBRASKA LOWER EXTREMITY SURGERY GROUP, LLC",2705 SAMSON WAY,BELLEVUE,NE,68123,621391,Subchapter S Corporation,Unanswered,Unanswered,Unanswered,NA,22,04/07/2020,CharterWest Bank,NE - 01
"e $150,000-350,000","NEBRASKA MACHINE AND TOOL, INC.",207 MARKET ST,BEATRICE,NE,68310,238390,Subchapter S Corporation,Unanswered,Unanswered,Unanswered,NA,16,04/07/2020,Security First Bank,NE - 03
"e $150,000-350,000",NEBRASKA MEMORIALS INC,706 S D STREET,BROKEN BOW,NE,68822,453998,Corporation,Unanswered,Unanswered,Unanswered,NA,0,04/05/2020,First State Bank Nebraska,NE - 03
"e $150,000-350,000",NEBRASKA NEON SIGN CO,1140 N 21ST ST,LINCOLN,NE,68503,332322,Corporation,Unanswered,Unanswered,Unanswered,NA,20,04/04/2020,Union Bank and Trust Company,NE - 01
"e $150,000-350,000","NEBRASKA NURSERY & COLOR GARDENS, LLC",4240 S. Coddington Ave.,LINCOLN,NE,68523,561730,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,NA,20,04/04/2020,Union Bank and Trust Company,NE - 01
"e $150,000-350,000",NEBRASKA P.E.O.  HOME,413 North 5th Street,BEATRICE,NE,68310,531110,Non-Profit Organization,Unanswered,Unanswered,Unanswered,Y,32,04/06/2020,Union Bank and Trust Company,NE - 03
"e $150,000-350,000","NEBRASKA SAFETY COUNCIL, INC.",3270 FOLKWAYS BLVD,LINCOLN,NE,68504,813319,Non-Profit Organization,Unanswered,Unanswered,Unanswered,Y,17,04/04/2020,Union Bank and Trust Company,NE - 01
"e $150,000-350,000",NEBRASKA SCHOOL ACTIVITIES ASSOCIATION,500 CHARLESTON ST,LINCOLN,NE,68508,813910,Non-Profit Organization,Unanswered,Unanswered,Unanswered,Y,13,05/03/2020,"U.S. Bank, National Association",NE - 01
"e $150,000-350,000","NEBRASKA TECHNICAL SERVICES, INC.",7812 F St,OMAHA,NE,68127,423920,Corporation,Unanswered,Unanswered,Unanswered,NA,41,04/04/2020,First State Bank,NE - 02
"e $150,000-350,000",NEBRASKA TECHNOLOGY AND TELECOMMUNICATIONS INC,2308 S 156TH C IR,OMAHA,NE,68130,517312,Corporation,White,Male Owned,Non-Veteran,NA,NA,04/07/2020,First National Bank of Omaha,NE - 02
"e $150,000-350,000",NEBRASKA WELDING LTD,13600 GILES RD,OMAHA,NE,68138,332999,Subchapter S Corporation,White,Male Owned,Non-Veteran,NA,16,04/06/2020,Northwest Bank,NE - 02
"e $150,000-350,000",NEFF ENTERPRISES INC,11414 W Center Road Ste 150,OMAHA,NE,68144,561311,Subchapter S Corporation,Unanswered,Unanswered,Unanswered,NA,21,04/15/2020,"U.S. Bank, National Association",NE - 02
"e $150,000-350,000",NEFF INVESTMENTS,600 South Dewey Street,NORTH PLATTE,NE,69101,722511,Corporation,White,Male Owned,Non-Veteran,NA,48,04/10/2020,Western Nebraska Bank,NE - 03
"e $150,000-350,000",NEIL & STEVE CONSTRUCTION INC,13628 S 220th Street,GRETNA,NE,68028,238110,Subchapter S Corporation,White,Male Owned,Non-Veteran,NA,29,04/04/2020,Pinnacle Bank,NE - 02
"e $150,000-350,000",NELSON PAINTING & DECORATING INC,5070 S 107TH ST,LA VISTA,NE,68128,238320,Subchapter S Corporation,Unanswered,Unanswered,Unanswered,NA,9,04/28/2020,American National Bank,NE - 02
"e $150,000-350,000","NEMAHA LANDSCAPE CONSTRUCTION, INC",541 S 1ST ST,LINCOLN,NE,68508,238990,Corporation,Unanswered,Unanswered,Unanswered,NA,23,04/04/2020,Cornhusker Bank,NE - 01
"e $150,000-350,000",NEUL CAPITAL HOLDINGS LLC,12020 SHAMROCK PLZ STE 200,OMAHA,NE,68154,511210,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,NA,26,04/05/2020,American National Bank,NE - 02
"e $150,000-350,000",NEUROLOGY ASSOCIATES P.C.,2631 S 70th St Ste 201,LINCOLN,NE,68506,621111,Corporation,White,Male Owned,Non-Veteran,NA,25,04/04/2020,Pinnacle Bank,NE - 01
"e $150,000-350,000",NEUROLOGY CONSULTANTS OF NEBRA,"4242 FARNAM ST, STE 500",OMAHA,NE,68131,621111,Corporation,Unanswered,Male Owned,Non-Veteran,NA,NA,04/11/2020,First National Bank of Omaha,NE - 02
"e $150,000-350,000",NEUVIRTH CONSTRUCTION INC,7386 County Road P35,BLAIR,NE,68008,236220,Corporation,Unanswered,Unanswered,Unanswered,NA,23,04/04/2020,American National Bank,NE - 01
"e $150,000-350,000",NEW ERA EXCAVATION COMPANY,9303 IDA ST,OMAHA,NE,68122,238910,Subchapter S Corporation,Unanswered,Unanswered,Unanswered,NA,25,04/03/2020,Malvern Bank,NE - 01
"e $150,000-350,000",NEW LIFE ASSEMBLY,2715 W 39TH ST,KEARNEY,NE,68845,813110,Non-Profit Organization,White,Male Owned,Unanswered,Y,67,04/04/2020,Pinnacle Bank,NE - 03
"e $150,000-350,000","NEW WAVE POOLS & SPAS, INC.",13312 Giles Road,OMAHA,NE,68138,238990,Corporation,Unanswered,Unanswered,Unanswered,NA,21,04/04/2020,Pinnacle Bank,NE - 02
"e $150,000-350,000","NEW WEST ORTHOPAEDIC & SPORTS REHABILITATION, LLC",2810 W 35TH ST Ste 2,KEARNEY,NE,68845,621340,Limited  Liability Company(LLC),Unanswered,Male Owned,Non-Veteran,NA,25,04/05/2020,Town & Country Bank,NE - 03
"e $150,000-350,000",NEWCOMB DIESEL LLC,9021 SWEETWATER AVE,KEARNEY,NE,68847,811310,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,NA,12,04/08/2020,Waypoint Bank,NE - 03
"e $150,000-350,000",NEWS LINK INC,122 S 29TH STREET,LINCOLN,NE,68510,323113,Corporation,White,Male Owned,Non-Veteran,NA,18,04/03/2020,Pinnacle Bank,NE - 01
"e $150,000-350,000",NEWSTAR SOURCING AND SERVICE,10288 S 134TH ST,OMAHA,NE,68138,424910,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,NA,13,04/06/2020,Access Bank,NE - 02
"e $150,000-350,000",NEXTERIOR CONSTRUCTION LLC,5078 107TH ST S,OMAHA,NE,68127,238160,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,NA,7,05/03/2020,"U.S. Bank, National Association",NE - 02
"e $150,000-350,000","NG CONCRETE, LLC",1935 O ST,LINCOLN,NE,68510,238110,Limited  Liability Company(LLC),White,Male Owned,Non-Veteran,NA,100,04/06/2020,Frontier Bank,NE - 01
"e $150,000-350,000",NIEWOHNER TRUCKING INC.,2609 190th Street,ALBION,NE,68620,112112,Corporation,Unanswered,Unanswered,Unanswered,NA,NA,04/27/2020,"Farm Credit Services of America, ACA",NE - 03
"e $150,000-350,000",NIGHT LIFE CONCEPTS,15 W 23rd St,KEARNEY,NE,68847,722410,Corporation,White,Female Owned,Unanswered,NA,37,04/03/2020,Pinnacle Bank,NE - 03
"e $150,000-350,000",NINE ZERO PROPERTIES LLC,222 S 15TH ST Suite 1404s,OMAHA,NE,68102,531190,Corporation,White,Male Owned,Non-Veteran,NA,26,04/13/2020,Core Bank,NE - 02
"e $150,000-350,000",NINE18 LLC,1511 GREGG RD,BELLEVUE,NE,68123,722513,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,NA,NA,04/10/2020,First National Bank of Omaha,NE - 01
"e $150,000-350,000",NIOBRARA VALLEY HOSPITAL,401 South 5th Street,LYNCH,NE,68746,622110,Non-Profit Organization,White,Male Owned,Non-Veteran,Y,32,04/04/2020,Butte State Bank,NE - 03
"e $150,000-350,000","NL ENTERPRISES, LLC",3534 S 48th Street Ste 3B,LINCOLN,NE,68506,311111,Limited Liability Partnership,Unanswered,Unanswered,Unanswered,NA,16,04/04/2020,Union Bank and Trust Company,NE - 01
"e $150,000-350,000","NMGM, INC.",1000 O Street Ste 102,LINCOLN,NE,68508,721110,Corporation,Unanswered,Unanswered,Unanswered,NA,NA,04/09/2020,Great Western Bank,NE - 01
"e $150,000-350,000",NO DO ZESTO OPERATING LLC,610 N 12th St,OMAHA,NE,68102,722511,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,NA,40,04/13/2020,Security National Bank of Omaha,NE - 02
"e $150,000-350,000",NOLAN TRANSPORATION LLC,119 E BOND ST,YORK,NE,68467,484121,Limited  Liability Company(LLC),White,Unanswered,Unanswered,NA,15,04/03/2020,Cornerstone Bank,NE - 03
"e $150,000-350,000","NORFOLK LODGE & SUITES, LLC",4200 West Norfolk Ave,NORFOLK,NE,68701,453998,Subchapter S Corporation,White,Female Owned,Non-Veteran,NA,40,04/04/2020,Elkhorn Valley Bank & Trust,NE - 01
"e $150,000-350,000",NORFOLK SPECIALTIES INC,1500 N 1st Street,NORFOLK,NE,68701,332710,Corporation,Unanswered,Unanswered,Unanswered,NA,NA,04/10/2020,First National Bank of Omaha,NE - 01
"e $150,000-350,000","NORLOCK METAL PRODUCTS, INC.",2651 Saint Mary's Avenue,OMAHA,NE,68105,332911,Subchapter S Corporation,White,Male Owned,Non-Veteran,NA,20,04/03/2020,Dundee Bank,NE - 02
"e $150,000-350,000",NORM WAITT SR. YMCA,601 RIVERVIEW DR,SOUTH SIOUX CITY,NE,68776,713940,Corporation,Unanswered,Unanswered,Unanswered,NA,52,04/04/2020,Central Bank,NE - 03
"e $150,000-350,000",NORTH PLATTE LODGING LTD,300 HOLIDAY FRONTAGE RD,NORTH PLATTE,NE,69101,721110,Partnership,White,Male Owned,Non-Veteran,NA,37,04/03/2020,NebraskaLand National Bank,NE - 03
"e $150,000-350,000",NORTH PLATTE OBSTETRICS AND GYNECOLOGY P.C.,1115 S WILLOW ST,NORTH PLATTE,NE,69101,621111,Corporation,Unanswered,Male Owned,Non-Veteran,NA,11,04/03/2020,NebraskaLand National Bank,NE - 03
"e $150,000-350,000",NORTH PLATTE PHARMACY INC,211 W LEOTA ST,NORTH PLATTE,NE,69101,446110,Corporation,Unanswered,Male Owned,Non-Veteran,NA,NA,04/06/2020,First National Bank of Omaha,NE - 03
"e $150,000-350,000",NORTHEAST MACHINE & MANUFACTURING INC.,107 W. Main St.,BATTLE CREEK,NE,68715,332710,Corporation,White,Male Owned,Non-Veteran,NA,14,04/03/2020,BankFirst,NE - 01
"e $150,000-350,000","NORTHEAST PIPE AND PANEL, INC",314 INDUSTRIAL AVE,HARTINGTON,NE,68739,332996,Subchapter S Corporation,Unanswered,Male Owned,Unanswered,NA,23,04/06/2020,Bank of Hartington,NE - 03
"e $150,000-350,000",NORTHERN PLAINS LLC,3214 25th st,COLUMBUS,NE,68601,112210,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,NA,NA,04/13/2020,First National Bank of Omaha,NE - 01
"e $150,000-350,000",NORTHSIDE INC,1652 N 4th ST,DAVID CITY,NE,68632,447110,Subchapter S Corporation,White,Male Owned,Non-Veteran,NA,17,04/06/2020,Bank of the Valley,NE - 01
"e $150,000-350,000",NORTHSTAR FOUNDATION,4242 49TH ST,OMAHA,NE,68104,813319,Non-Profit Organization,Unanswered,Female Owned,Non-Veteran,Y,24,04/04/2020,Security National Bank of Omaha,NE - 02
"e $150,000-350,000",NORTHWEST CATTLE FEEDERS LLC,675 Road West F S,BRULE,NE,69127,112112,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,NA,NA,04/10/2020,Great Western Bank,NE - 03
"e $150,000-350,000","NOTECH ENTERPRISES, INC.",9101 N 225th Street,ELKHORN,NE,68022,238990,Subchapter S Corporation,White,Male Owned,Non-Veteran,NA,20,04/07/2020,Dundee Bank,NE - 02
"e $150,000-350,000",NSD LLC,2641 RATHBONE RD,LINCOLN,NE,68502,NA,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,NA,NA,05/03/2020,"U.S. Bank, National Association",NE - 01
"e $150,000-350,000",NU DRYWALL INC.,13839 L Street,OMAHA,NE,68137,238310,Subchapter S Corporation,White,Female Owned,Non-Veteran,NA,25,04/07/2020,Dundee Bank,NE - 02
"e $150,000-350,000",NU TSAI CAPITAL LLC,13424 Industrial Road,OMAHA,NE,68137,423990,Subchapter S Corporation,Unanswered,Unanswered,Unanswered,NA,19,04/04/2020,Union Bank and Trust Company,NE - 02
"e $150,000-350,000","O'FLAHERTY SERVICES, INC",8100 Serum Ave,OMAHA,NE,68127,238220,Corporation,Unanswered,Unanswered,Unanswered,NA,NA,04/14/2020,First National Bank of Omaha,NE - 02
"e $150,000-350,000","O'NEILL TRANSPORTATION & EQUIPMENT, L.L.C.",7100 W Old Potash Hwy,ALDA,NE,68810,423440,Corporation,White,Male Owned,Non-Veteran,NA,24,04/03/2020,Equitable Bank,NE - 03
"e $150,000-350,000","OAS HOLDINGS, INC",5810 F ST,OMAHA,NE,68117,336413,Corporation,Unanswered,Male Owned,Unanswered,NA,21,04/09/2020,Security National Bank of Omaha,NE - 02
"e $150,000-350,000",OASIS COUNSELING INTERNATIONAL,333 NORFOLK AVE W,NORFOLK,NE,68701,624190,Non-Profit Organization,Unanswered,Female Owned,Non-Veteran,Y,20,05/03/2020,"U.S. Bank, National Association",NE - 01
"e $150,000-350,000","OBERMILLER & MILLER, LLC",707 N EDDY ST,GRAND ISLAND,NE,68801,621210,Limited  Liability Company(LLC),Unanswered,Female Owned,Unanswered,NA,25,04/07/2020,Five Points Bank,NE - 03
"e $150,000-350,000",OBRIST & COMPANY INC,5020 HOWARD BLVD,COLUMBUS,NE,68601,238220,Corporation,White,Male Owned,Unanswered,NA,30,04/03/2020,Pinnacle Bank,NE - 01
"e $150,000-350,000","OCUVERA, LLC","1430 South Street, Suite 201",LINCOLN,NE,68502,541714,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,NA,13,04/08/2020,City Bank & Trust Co.,NE - 01
"e $150,000-350,000","ODYSSEY DOWNTOWN, LLC",521 W 2nd St.,HASTINGS,NE,68901,722511,Subchapter S Corporation,White,Male Owned,Unanswered,NA,44,04/10/2020,Bank of Doniphan,NE - 03
"e $150,000-350,000","OELKERS & ASSOCIATES, LLC",PO BOX 126,DODGE,NE,68633,541211,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,NA,17,04/13/2020,Farmers State Bank,NE - 01
"e $150,000-350,000","OFFICE FURNITURE INSTALLERS, INC.",3167 SPAULDING ST,OMAHA,NE,68111,493110,Corporation,Unanswered,Unanswered,Unanswered,NA,26,04/05/2020,Access Bank,NE - 02
"e $150,000-350,000",OFFICE INNOVATIONS LLC,1801 North 1st,LINCOLN,NE,68508,337214,Limited  Liability Company(LLC),Unanswered,Male Owned,Unanswered,NA,20,04/14/2020,Exchange Bank,NE - 01
"e $150,000-350,000","OFFICE INSTALLATION SPECIALISTS, INC.",8500 Liana Lane,LINCOLN,NE,68517,238390,Corporation,Unanswered,Unanswered,Unanswered,NA,20,04/05/2020,American National Bank,NE - 01
"e $150,000-350,000","OFFICE INTERIORS & DESIGN, INC.","1401 Dahlberg Dr, Suite A",LINCOLN,NE,68512,423490,Corporation,White,Male Owned,Non-Veteran,NA,14,04/03/2020,Pinnacle Bank,NE - 01
"e $150,000-350,000","OFFUTT COLLISION REPAIR, INC.",10106 S 15th St,BELLEVUE,NE,68123,811121,Subchapter S Corporation,White,Male Owned,Unanswered,NA,26,04/05/2020,American National Bank,NE - 01
"e $150,000-350,000",OGALLALA LIVESTOCK AUCTION MARKET INC.,1507 W 1ST ST,OGALLALA,NE,69153,115210,Subchapter S Corporation,White,Male Owned,Non-Veteran,NA,40,04/07/2020,Adams Bank & Trust,NE - 03
"e $150,000-350,000","OLBERDING TRUCKING, INC.",708 E Hwy 20,STUART,NE,68780,484230,Subchapter S Corporation,White,Male Owned,Non-Veteran,NA,11,04/27/2020,The Tri-County Bank,NE - 03
"e $150,000-350,000",OLE RESTAURANT LLC,1901 East 20th Street,SCOTTSBLUFF,NE,69361,722511,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,NA,30,04/06/2020,Platte Valley Bank,NE - 03
"e $150,000-350,000","OLLIE WEBB CENTER, INC",1941 s 42nd st,OMAHA,NE,68105,813219,Non-Profit Organization,Unanswered,Unanswered,Unanswered,Y,65,04/27/2020,Security National Bank of Omaha,NE - 02
"e $150,000-350,000",OLSON MOTOR LINES INC,PO BOX 658,GRETNA,NE,68028,484121,Corporation,Unanswered,Unanswered,Unanswered,NA,30,04/28/2020,American National Bank,NE - 02
"e $150,000-350,000","OMAHA 5325, INC.",12423 W. Center Rd,OMAHA,NE,68144,722511,Corporation,Unanswered,Unanswered,Unanswered,NA,72,04/15/2020,Bank of Hope,NE - 02
"e $150,000-350,000",OMAHA CHRISTIAN ACADEMY,10244 WIESMAN DR,OMAHA,NE,68134,611110,Non-Profit Organization,Unanswered,Unanswered,Unanswered,Y,53,04/15/2020,Security National Bank of Omaha,NE - 02
"e $150,000-350,000",OMAHA COMPOUND COMPANY,2001 NICHOLAS ST,OMAHA,NE,68102,423850,Subchapter S Corporation,Unanswered,Unanswered,Unanswered,NA,NA,04/15/2020,First National Bank of Omaha,NE - 02
"e $150,000-350,000","OMAHA DISTRIBUTING CO., INC.",13737 CHANDLER RD,OMAHA,NE,68138,423710,Corporation,Unanswered,Unanswered,Unanswered,NA,16,05/03/2020,"U.S. Bank, National Association",NE - 02
"e $150,000-350,000","OMAHA FIT 1, LLC",8906 Farnam Court,OMAHA,NE,68114,713940,Subchapter S Corporation,White,Female Owned,Non-Veteran,NA,21,04/04/2020,Security National Bank of Omaha,NE - 02
"e $150,000-350,000",OMAHA FIXTURE MANUFACTURING INC,10320 J ST,OMAHA,NE,68127,423440,Corporation,Unanswered,Male Owned,Non-Veteran,NA,NA,04/09/2020,First National Bank of Omaha,NE - 02
"e $150,000-350,000",OMAHA FOOTBALL CLUB,14706 Giles Rd,OMAHA,NE,68138,711211,Non-Profit Organization,Unanswered,Unanswered,Unanswered,Y,NA,04/09/2020,Great Western Bank,NE - 02
"e $150,000-350,000","OMAHA HOTEL PARTNERS, LLC",14TH ST,OMAHA,NE,68102,721110,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,NA,33,04/05/2020,Arvest Bank,NE - 02
"e $150,000-350,000",OMAHA MARINE CENTER,9610 L Street,OMAHA,NE,68127,441222,Corporation,White,Male Owned,Non-Veteran,NA,26,04/07/2020,Security National Bank of Omaha,NE - 02
"e $150,000-350,000",OMAHA NATIONAL TITLE COMPANY,12100 W CENTER RD,OMAHA,NE,68144,524127,Subchapter S Corporation,Unanswered,Unanswered,Unanswered,NA,15,04/10/2020,Core Bank,NE - 02
"e $150,000-350,000","OMAHA ORTHODONTICS, LLC",6724 S 178th Street,OMAHA,NE,68135,621210,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,NA,21,04/27/2020,Pinnacle Bank,NE - 02
"e $150,000-350,000","OMAHA ORTHOPEDIC CLINIC & SPORTS MEDICINE, P.C.",11704 W CENTER RD,OMAHA,NE,68144,621111,Subchapter S Corporation,Unanswered,Unanswered,Unanswered,NA,22,04/09/2020,Core Bank,NE - 02
"e $150,000-350,000","OMAHA PRIMARY EYE CARE, PC",14607 W Center Road,OMAHA,NE,68144,621320,Subchapter S Corporation,Unanswered,Unanswered,Unanswered,NA,16,04/03/2020,Union Bank and Trust Company,NE - 02
"e $150,000-350,000","OMAHA RESTAURANT GROUP, LLC",102 S 10th Street,OMAHA,NE,68102,722511,Limited  Liability Company(LLC),White,Male Owned,Veteran,NA,33,05/05/2020,Arizona FCU,NE - 02
"e $150,000-350,000",OMAHA SLINGS INC,4406 S 89th Street,OMAHA,NE,68127,332999,Corporation,Unanswered,Unanswered,Unanswered,NA,NA,04/28/2020,First National Bank of Omaha,NE - 02
"e $150,000-350,000",OMAHA SURGICAL CENTER,8051 West CENTER RD,OMAHA,NE,68124,621493,Limited  Liability Company(LLC),White,Unanswered,Unanswered,NA,16,04/08/2020,Security National Bank of Omaha,NE - 02
"e $150,000-350,000",OMAHA THORACIC & CARDIOVASCULAR SURGERY,"9850 Nicholas Street, Ste 250",OMAHA,NE,68114,621111,Corporation,White,Male Owned,Unanswered,NA,13,04/07/2020,Security National Bank of Omaha,NE - 02
"e $150,000-350,000","OMAHA TRACK EQUIPMENT, LLC,",12930 I ST,OMAHA,NE,68137,532411,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,NA,12,04/07/2020,Access Bank,NE - 02
"e $150,000-350,000",OMAHA TURF MANAGEMENT LLC,2711 BRENTWOOD DR,FREMONT,NE,68025,561730,Limited  Liability Company(LLC),Unanswered,Male Owned,Non-Veteran,NA,30,04/11/2020,Access Bank,NE - 01
"e $150,000-350,000","OMAHA VETS, PC",11336 S. 96th St. Ste 106,PAPILLION,NE,68046,541940,Subchapter S Corporation,Unanswered,Female Owned,Non-Veteran,NA,21,04/29/2020,Bank of the West,NE - 02
"e $150,000-350,000",OMAHA WILBERT VALUTS INC,2660 Edward Babe Gomez Ave,OMAHA,NE,68107,327390,Corporation,Unanswered,Unanswered,Unanswered,NA,13,04/15/2020,Security National Bank of Omaha,NE - 01
